Month,Actual_return,Equal_weight_return,SP500_return,AAPL,AMZN,BA,BAC,BLK,CAT,CL,COP,D,DIS,GE,JNJ,JPM,KO,MCD,MMM,MSFT,NKE,NOC,NVDA,OXY,PFE,PG,SO,SPG,T,TSM,UNH,UPS,VMC,XOM
2012-03-30,0.0239,0.0351,0.03,0.0,0.0,-0.0,0.0,0.0,-0.0,0.00494,-0.0,0.00147,0.0,0.0,0.00135,0.0,0.00667,-0.00119,0.0,0.0,0.0,0.0,0.0,-0.0,0.0072,-0.00061,0.00167,0.0,0.00209,0.0,0.0,0.0,-0.0,0.00027
2012-04-30,0.0101,-0.0089,-0.01,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.00182,-0.0,0.00191,-0.0,-0.0,-0.0013,-0.0,0.00312,-0.00066,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.00113,-0.00448,0.00225,0.0,0.00679,0.0,-0.0,-0.0,0.0,-0.00045
2012-05-31,-0.0218,-0.0575,-0.06,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00065,-0.0,0.00076,0.0,-0.0,-0.00316,-0.0,-0.00208,-0.0076,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00354,-0.00212,0.001,-0.0,0.00383,-0.0,-0.0,-0.0,-0.0,-0.00827
2012-06-29,0.0398,0.0475,0.04,0.0,0.0,0.0,0.0,0.0,-0.0,0.0059,0.0,0.00373,0.0,0.0,0.00822,0.0,0.00531,-0.00091,0.0,0.0,-0.0,0.0,0.0,0.0,0.00517,-0.00167,0.00085,0.0,0.00436,0.0,0.0,0.0,0.0,0.00883
2012-07-31,0.0349,0.0088,0.01,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.00373,-0.0,0.00057,0.0,-0.0,0.00246,0.0,0.00334,0.00094,0.0,-0.0,0.0,0.0,-0.0,0.0,0.00452,0.00629,0.004,0.0,0.00757,0.0,-0.0,-0.0,-0.0,0.0015
2012-08-31,-0.0143,0.015,0.02,0.0,0.0,-0.0,0.0,0.0,0.0,-0.00098,0.0,-0.0024,0.0,-0.0,-0.0017,0.0,-0.00743,0.00093,0.0,0.0,0.0,0.0,0.0,-0.0,0.00017,0.00411,-0.00484,-0.0,-0.00338,0.0,0.0,-0.0,0.0,0.00117
2012-09-28,0.0253,0.0252,0.02,0.0,0.0,-0.0,0.0,0.0,0.0,0.00086,0.0,0.00088,0.0,0.0,0.00219,0.0,0.0021,0.00253,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.00415,0.00323,0.00168,-0.0,0.00289,0.0,0.0,-0.0,0.0,0.00475
2012-10-31,-0.0115,-0.0169,-0.02,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.00153,0.0,-0.0003,-0.0,-0.0,0.00277,0.0,-0.00198,-0.0054,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,8.0e-5,0.00064,0.00163,0.0,-0.00708,0.0,0.0,0.0,-0.0,-0.00031
2012-11-30,-0.0033,0.0129,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.00337,-0.0,-0.00216,0.0,0.0,-0.00068,-0.0,0.00268,0.00116,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.00149,0.00085,-0.00598,0.0,-0.00133,0.0,-0.0,0.0,0.0,-0.0027
2012-12-31,-0.0121,0.0119,0.01,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.00365,0.0,0.00135,0.0,0.0,0.00053,0.0,-0.0044,0.00134,0.0,0.0,0.0,0.0,0.0,0.0,0.00024,-0.00278,-0.0017,0.0,-0.00123,-0.0,0.0,0.0,-0.0,-0.0018
2013-01-31,0.0417,0.0456,0.05,-0.00768,0.00187,-0.00119,-0.0006,0.00793,0.00573,0.0,1.0e-5,0.00037,0.00558,0.00307,0.00063,0.0025,4.0e-5,0.0,0.00294,0.00157,0.00064,-0.00217,0.0,0.01043,0.00161,0.0,0.0,0.00051,0.00079,0.00158,0.00042,0.00207,0.0022,0.00089
2013-02-28,0.005,0.0116,0.01,-0.00134,-0.00015,0.00286,-0.00017,0.00081,-0.00358,0.0,0.00076,0.00038,0.00089,0.00253,0.00044,0.00129,6.0e-5,0.0,0.00144,0.0012,0.00015,0.00106,0.00088,-0.00461,5.0e-5,0.0,0.0,-4.0e-5,0.00056,0.00134,-0.00075,0.00138,-0.00252,4.0e-5
2013-03-28,0.0227,0.0287,0.04,0.00015,0.00027,0.00701,0.00204,0.00435,-0.00342,0.0,0.00269,0.00033,0.00275,-0.00021,0.00082,-0.00097,7.0e-5,0.0,0.00079,0.00164,0.00113,0.00393,0.0003,-0.00276,0.0009,0.0,0.0,-7.0e-5,0.00038,-0.00271,0.00174,0.00108,0.00038,0.00014
2013-04-30,0.0474,0.0378,0.02,1.0e-5,-0.00153,0.0039,0.00026,0.00207,-0.0012,0.0,0.00042,0.00051,0.00722,-0.00179,0.00052,0.00127,7.0e-5,0.0,-0.00053,0.00891,0.00105,0.00461,0.00166,0.00952,0.00012,0.0,0.0,0.00471,0.00058,0.00512,0.00111,-2.0e-5,-0.00089,-0.00028
2013-05-31,0.0344,0.0148,0.02,0.0012,0.00195,0.00533,0.00264,0.00264,0.00078,-0.0,0.00186,-0.0007,0.00026,0.00231,-5.0e-5,0.0037,-8.0e-5,-0.0,0.00209,0.00348,-0.00037,0.00554,0.00127,0.00216,-0.00091,-0.0,-0.0,-0.00225,-0.00115,-0.00103,0.00105,0.00022,0.00189,0.00053
2013-06-28,-0.0182,-0.0097,-0.01,-0.00631,0.00101,0.00208,-0.00139,-0.0041,-0.00226,-0.0,-0.00099,0.00012,8.0e-5,0.00013,0.00023,-0.00107,1.0e-5,0.0,-0.0003,-0.00058,0.00044,0.00029,-0.00067,-0.00164,0.00047,0.0,0.0,-0.00196,0.00021,-0.00085,0.00117,0.00019,-0.00245,-3.0e-5
2013-07-31,0.0422,0.0399,0.05,0.00753,0.00272,0.00156,0.00326,0.00542,0.00072,0.0,0.00605,0.00037,0.00161,0.00254,0.00102,0.00204,-0.0,-0.0,0.00262,-0.00444,-0.00016,0.00646,0.00064,-0.00014,0.00086,0.0,0.0,0.00052,0.00016,-0.00213,0.00263,0.0001,-0.00065,0.00085
2013-08-30,-0.0166,-0.0247,-0.03,0.00444,-0.00216,-0.0004,-0.00079,-0.00392,-0.00026,-0.0,0.00161,-0.00014,-0.00401,-0.00252,-0.00079,-0.00303,-7.0e-5,-0.0,-0.00097,0.00319,2.0e-5,0.00051,0.00061,-0.00065,-0.00058,-0.0,-0.0,-0.00318,-0.00071,-0.00115,-0.00036,-0.00019,0.00034,-0.00143
2013-09-30,0.041,0.0345,0.03,-0.00114,0.00362,0.00787,-0.00053,0.00219,0.00061,0.0,0.00351,0.00068,0.00409,0.00203,4.0e-5,0.00075,-0.0,0.0,0.00182,-0.0002,0.00211,0.00187,0.00124,0.00464,0.0003,-0.0,-0.0,0.00068,-1.0e-5,0.00113,5.0e-5,0.00186,0.00213,-0.00029
2013-10-31,0.0647,0.0555,0.04,0.00514,0.00528,0.00666,0.0003,0.00618,0.00039,0.0,0.0047,0.00017,0.00432,0.0047,0.00079,0.00014,6.0e-5,0.0,0.00191,0.00362,0.00058,0.00743,-0.00054,0.00186,0.00113,0.0,0.0,0.00163,0.00146,0.00398,-0.00109,0.00207,0.00085,0.00094
2013-11-29,0.0339,0.0355,0.03,0.00371,0.00261,0.00195,0.00319,0.00067,0.00087,0.0,-0.00052,0.00015,0.00193,0.00099,0.00034,0.00358,3.0e-5,0.0,0.00233,0.00481,0.0006,0.00311,0.00074,-0.0008,0.00069,0.0,-0.0,-0.00087,-0.00048,-0.00172,0.00213,0.00133,0.00134,0.00113
2013-12-31,0.0224,0.0154,0.02,0.00047,0.00042,0.001,-0.00037,0.00251,0.00429,-0.0,-0.00214,4.0e-5,0.00647,0.00298,-0.00037,0.00072,4.0e-5,-0.0,0.00179,-0.00107,-4.0e-5,0.00099,0.00061,0.00056,-0.00057,-0.0,0.0,0.00059,-2.0e-5,-0.00076,0.00035,0.00073,0.00137,0.00186
2014-01-31,-0.0399,-0.038,-0.04,-0.00068,-0.00097,-0.00443,0.00324,-0.00437,0.00318,-0.0,-0.00524,0.0,-0.00472,-0.00881,-0.0,-0.00376,-0.0,-0.0,-0.00597,0.00038,-0.00174,0.00046,-0.00048,-0.00563,-0.00011,-0.0,0.0,0.00058,-0.0,-0.00069,-0.0,-0.00139,0.00134,-6.0e-5
2014-02-28,0.0514,0.0446,0.04,0.00036,9.0e-5,0.00189,-0.00056,0.00126,0.00254,0.0,0.00224,0.0,0.01075,0.0019,0.0,0.00212,0.0,0.0,0.004,0.00066,0.00185,0.00297,0.00423,0.00727,0.00091,0.0,0.0,0.00163,-0.0,0.00156,0.0,0.00019,0.00349,4.0e-5
2014-03-31,0.0189,0.0226,0.01,0.00013,-0.00068,-0.00143,0.00176,0.00328,0.00193,0.0,0.00376,0.0,-0.00087,0.0014,0.0,0.00549,0.0,0.0,0.00048,0.00232,-0.00134,0.0011,-0.00061,-0.00038,0.0,0.0,0.0,0.00055,0.0,0.00248,0.0,0.00025,-0.00075,1.0e-5
2014-04-30,-0.0001,0.0078,0.01,0.00063,-0.00092,0.00151,-0.00513,-0.00371,0.0052,0.0,0.00366,0.0,-0.00087,0.00329,0.0,-0.00575,0.0,0.0,0.00175,-0.00048,-0.00029,-0.00085,0.00075,0.00034,-0.00037,0.0,0.0,0.00183,0.0,9.0e-5,-0.0,0.00017,-0.001,3.0e-5
2014-05-30,0.0208,0.0149,0.02,0.00049,0.00027,0.0029,0.0,0.00112,-0.00235,0.0,0.00553,-0.0,0.0056,-0.00032,0.0,-0.00059,0.0,0.0,0.00215,0.00067,0.00136,0.00034,0.0008,0.00293,-0.00062,-0.0,-0.0,0.00093,-0.0,0.00053,0.0,0.00091,-0.00188,-1.0e-5
2014-06-30,0.021,0.0162,0.02,0.00017,0.00038,-0.00319,0.00068,0.00472,0.00491,-0.0,0.00471,0.0,0.00196,-0.00092,0.0,0.00296,0.0,-0.0,0.00034,0.00061,0.0002,-0.00089,-0.00058,0.00261,2.0e-5,-0.0,0.0,-4.0e-5,-0.0,0.00093,0.0,-0.00017,0.00157,0.0
2014-07-31,-0.0226,-0.0248,-0.02,0.00018,-0.00035,-0.00285,-0.00033,-0.00402,-0.00518,-0.0,-0.0019,-0.0,0.00016,-0.00366,-0.0,0.00063,-0.0,-0.0,-0.00114,0.00116,-0.00013,0.00172,-0.00135,-0.00341,-0.00034,-0.0,-0.0,0.00038,0.0,-0.00096,-0.0,-0.0008,-0.00034,-1.0e-5
2014-08-29,0.0459,0.0422,0.04,0.00049,0.0008,0.00315,0.00236,0.00787,0.00644,0.0,-0.00101,0.0,0.00443,0.00281,0.0,0.00248,0.0,-0.0,0.00195,0.00196,0.00051,0.00213,0.00279,0.00438,0.00034,0.0,0.0,0.00061,-0.0,0.00108,0.0,0.00014,0.00017,1.0e-5
2014-09-30,-0.014,-0.0064,-0.02,-0.00011,-0.00047,0.00025,0.00269,-0.00058,-0.00718,0.0,-0.00376,-0.0,-0.0009,-0.00046,0.0,0.00107,0.0,0.0,-0.00112,0.00068,0.00321,0.00201,-0.00123,-0.0047,9.0e-5,0.0,-0.0,-0.00108,0.0,-0.00083,-0.0,0.00015,-0.00171,-4.0e-5
2014-10-31,0.019,0.0268,0.02,0.00045,-0.00051,-0.00104,0.00028,0.00337,0.00243,0.0,-0.00309,0.0,0.00251,0.00063,0.0,0.00085,-0.0,-0.0,0.00592,0.00042,0.001,0.00265,0.00142,-0.00534,0.00018,0.0,0.0,0.00294,0.0,0.0021,0.0,0.001,0.00085,2.0e-5
2014-11-28,0.0149,0.0301,0.02,0.00067,0.00104,0.00438,-0.0003,0.00456,-0.00062,0.0,-0.00548,0.0,0.00118,0.00224,0.0,-0.00042,0.0,0.0,0.00324,0.00082,0.00161,0.0015,0.00186,-0.00732,0.00068,0.0,0.0,0.00053,0.0,0.00151,0.0,0.0008,0.00249,-4.0e-5
2014-12-31,0.0032,-0.0058,0.0,-0.00045,-0.0008,-0.00175,0.00226,0.0001,-0.00703,-0.0,0.00294,0.0,0.00291,-0.00318,-0.0,0.00323,-0.0,-0.0,0.00183,-0.00094,-0.00068,0.00259,-0.00105,0.00408,0.0,0.0,0.0,0.00024,-0.0,-0.00107,0.0,0.00017,-0.00019,1.0e-5
2015-01-30,-0.0598,-0.0174,-0.03,0.0,0.0,0.0,-0.01532,-0.00477,-0.01186,-0.0,-0.0088,-0.0,-0.00343,-0.00546,-0.0,-0.01246,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.00421,-0.00076,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.00727,-0.0
2015-02-27,0.0892,0.0571,0.05,0.0,0.0,0.0,0.00436,0.00908,0.00366,0.0,0.00468,-0.0,0.01442,0.00975,0.0,0.01269,0.0,0.0,0.0,0.0,0.0,0.0,0.01531,-0.00265,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.01786,0.0
2015-03-31,-0.0251,-0.0224,-0.02,-0.0,-0.0,-0.0,-0.00234,-0.00092,-0.00346,-0.0,-0.00451,-0.0,0.00078,-0.00454,-0.0,-0.00114,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.00515,-0.00534,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.00157,-0.0
2015-04-30,0.0566,0.0231,0.01,0.0,0.0,-0.0,0.00351,-0.00052,0.00943,-0.0,0.00909,0.0,0.00365,0.00915,-0.0,0.00508,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.00607,0.00973,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.00145,0.0
2015-05-29,0.0064,0.0085,0.01,0.0,0.0,-0.0,0.00358,0.00051,-0.0018,-0.0,-0.00517,-0.0,0.00152,0.0007,0.0,0.00398,0.0,0.0,0.0,-0.0,0.0,0.0,0.00015,-0.00238,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.00527,-0.0
2015-06-30,-0.0162,-0.0171,-0.02,-0.0,0.0,-0.0,0.00345,-0.00482,-0.00059,-0.0,-0.00356,-0.0,0.00342,-0.00172,-0.0,0.00301,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.00913,0.00042,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.00667,-0.0
2015-07-31,-0.0173,0.0223,0.02,-0.0,0.0,0.0,0.00505,-0.00279,-0.00639,0.0,-0.01682,0.0,0.00571,-0.00177,0.0,0.00179,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0008,-0.00973,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.00845,-0.0
2015-08-31,-0.0295,-0.0458,-0.06,-0.0,-0.0,-0.0,-0.00861,-0.00942,-0.00279,-0.0,-0.00236,-0.0,-0.0151,-0.0049,-0.0,-0.00646,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.01317,0.004,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.00297,-0.0
2015-09-30,-0.0284,-0.0006,-0.03,-0.0,-0.0,0.0,-0.00435,-0.00165,-0.0145,0.0,-0.00242,0.0,0.00031,0.00254,-0.0,-0.00488,0.0,0.0,-0.0,0.0,0.0,0.0,0.00965,-0.00837,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.00472,-0.0
2015-10-30,0.1198,0.0968,0.08,0.0,0.0,0.0,0.0077,0.01832,0.01285,0.0,0.01278,0.0,0.01129,0.01467,0.0,0.0061,0.0,0.0,0.0,0.0,0.0,0.0,0.01509,0.01268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00827,0.0
2015-11-30,0.0352,0.0105,0.0,-0.0,0.0,-0.0,0.00387,0.00334,-0.00047,-0.0,0.00131,-0.0,-0.00024,0.00353,0.0,0.00378,0.0,0.0,0.0,0.0,0.0,-0.0,0.01221,0.00141,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.00641,-0.0
2015-12-31,-0.0451,-0.0139,-0.02,-0.0,0.0,-0.0,-0.00316,-0.00578,-0.00646,0.0,-0.01362,0.0,-0.00677,0.00481,0.0,-0.00097,0.0,0.0,-0.0,0.0,-0.0,0.0,0.00391,-0.00956,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0075,-0.0
2016-01-29,0.0265,-0.0376,-0.05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.00194,-0.0,0.0067,-0.0,-0.0,0.00167,-0.0,-9.0e-5,0.00477,0.0,-0.0,-0.00078,-0.0,-0.0,0.0,-0.0,0.00371,0.00455,-0.0,0.00619,-0.0,-0.00211,-0.0,-0.0,-0.0
2016-02-29,-0.0055,0.0009,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0028,-0.0,-0.00312,-0.0,0.0,0.00146,-0.0,0.00049,-0.0046,0.0,-0.0,-0.00068,0.0,0.0,0.0,-0.0,-0.00171,-0.0004,0.0,0.00247,0.0,0.00342,0.0,0.0,0.0
2016-03-31,0.0591,0.0737,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.00763,0.0,0.00844,0.0,0.0,0.00284,0.0,0.00837,0.00724,0.0,0.0,6.0e-5,0.0,0.0,0.0,-0.0,0.00252,0.00737,0.0,0.00601,0.0,0.00865,0.0,0.0,0.0
2016-04-29,-0.0097,0.015,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.00093,0.0,-0.00486,0.0,-0.0,0.00359,0.0,-0.00343,0.00064,0.0,-0.0,-0.00412,0.0,-0.0,0.0,0.0,-0.00185,-0.00315,-0.0,0.00033,-0.0,0.00216,-0.0,0.0,0.0
2016-05-31,-0.0053,0.0174,0.02,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.00072,-0.0,0.00109,-0.0,-0.0,0.00126,0.0,-0.00045,-0.0035,0.0,0.0,-0.00631,0.0,0.0,-0.0,0.0,0.00115,-0.0002,-0.0,0.00085,0.0,0.00151,-0.0,0.0,0.0
2016-06-30,0.0519,0.0253,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.00396,-0.0,0.00883,-0.0,0.0,0.00764,-0.0,0.00242,-0.00068,0.0,-0.0,0.00025,0.0,0.0,0.0,0.0,0.00448,0.00847,0.0,0.01037,0.0,0.0061,0.0,0.0,0.0
2016-07-29,0.0045,0.0285,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.00221,-0.0,0.00012,-0.0,-0.0,0.00324,0.0,-0.00375,-0.00224,0.0,0.0,0.00054,-0.0,0.0,-0.0,0.0,0.00188,-0.00024,0.0,0.0013,0.0,0.00142,0.0,0.0,-0.0
2016-08-31,-0.0173,0.0003,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.00012,0.0,-0.00405,-0.0,0.0,-0.00406,0.0,-0.00046,-0.00094,0.0,0.0,0.00386,-0.0,0.0,0.0,-0.0,0.00201,-0.00301,-0.0,-0.00557,0.0,-0.00499,0.0,-0.0,-0.0
2016-09-30,-0.0061,0.0061,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.00027,0.0,0.00015,-0.0,-0.0,-0.00101,-0.0,-0.00175,-0.00026,-0.0,0.0,-0.00838,0.0,0.0,-0.0,-0.0,0.00279,-6.0e-5,-0.0,-0.00066,0.0,0.00336,0.0,-0.0,0.0
2016-10-31,-0.02,-0.0103,-0.02,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.00322,0.0,0.00125,-0.0,-0.0,-0.00181,0.0,0.00019,-0.00242,-0.0,0.0,-0.00469,0.0,0.0,-0.0,-0.0,-0.00254,0.00053,-0.0,-0.00822,0.0,0.00095,-0.0,-0.0,-0.0
2016-11-30,-0.0067,0.0475,0.03,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.00859,0.0,-0.00161,0.0,0.0,-0.00335,0.0,-0.00401,0.00679,0.0,0.0,-0.00022,0.0,0.0,-0.0,0.0,-0.005,-0.00812,-0.0,0.005,-0.0,0.01246,0.0,0.0,0.0
2016-12-30,0.0332,0.0267,0.02,0.0,-0.0,0.0,0.0,0.0,-0.0,0.00032,0.0,0.0045,0.0,0.0,0.00351,0.0,0.00275,0.00205,0.0,0.0,0.00188,-0.0,0.0,0.0,0.0,0.00196,0.00506,-0.0,0.0101,-0.0,0.00109,-0.0,-0.0,0.0
2017-01-31,0.0176,0.0086,0.02,0.00477,0.00982,0.0,0.00244,-0.00172,0.00398,-0.0,-0.00275,-0.0,0.00617,-0.00601,-0.0,-0.00137,0.0,0.0,-0.0,0.0,0.0,-0.0,0.00229,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0
2017-02-28,0.0286,0.0319,0.04,0.01336,0.00262,0.0,0.00901,0.0036,0.00105,0.0,-0.0019,0.0,-0.00051,0.00118,0.0,0.00708,0.0,0.0,0.0,-0.0,0.0,0.0,-0.00692,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0
2017-03-31,0.0133,0.0038,0.0,0.00487,0.00491,-0.0,-0.00411,-0.00037,-0.00403,0.0,0.00484,0.0,0.003,-3.0e-5,0.0,-0.00307,0.0,0.0,0.0,0.0,-0.0,-0.0,0.00734,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
2017-04-28,0.0053,0.0067,0.01,-1.0e-5,0.00434,0.0,-0.00106,0.00028,0.01107,-0.0,-0.00393,-0.0,0.00195,-0.00272,-0.0,-0.00039,0.0,0.0,0.0,0.0,-0.0,0.0,-0.00425,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0
2017-05-31,0.0348,0.0233,0.01,0.00678,0.00753,0.0,-0.00366,0.00642,0.0031,0.0,-0.00617,0.0,-0.00663,-0.00555,0.0,-0.00557,0.0,0.0,0.0,0.0,-0.0,0.0,0.03853,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0
